name,year,imdb,metascore,votes,n_imdb
House of Sand and Fog,2003,7.6,71,59684,76.0
Haute tension,2003,6.8,42,59634,68.0
Open Range,2003,7.5,67,58481,75.0
Peter Pan,2003,6.9,64,58375,69.0
The Room,2003,3.6,9,57372,36.0
Timeline,2003,5.6,28,55640,56.0
Daddy Day Care,2003,5.5,39,54463,55.0
Basic,2003,6.5,34,53602,65.0
Kal Ho Naa Ho,2003,8.0,54,52912,80.0
What a Girl Wants,2003,5.8,41,52202,58.0
Coffee and Cigarettes,2003,7.1,65,52061,71.0
"Legally Blonde 2: Red, White & Blonde",2003,4.7,47,51901,47.0
Jeepers Creepers II,2003,5.6,36,51165,56.0
Out of Time,2003,6.5,63,50112,65.0
Duplex,2003,5.9,50,49726,59.0
"Janghwa, Hongryeon",2003,7.2,65,47542,72.0
Stuck on You,2003,5.8,62,47175,58.0
Secondhand Lions,2003,7.6,52,46502,76.0
Open Water,2003,5.7,63,45809,57.0
Les triplettes de Belleville,2003,7.8,91,45620,78.0
Spy Kids 3: Game Over,2003,4.2,57,45366,42.0
Bulletproof Monk,2003,5.5,40,44479,55.0
American Splendor,2003,7.5,90,44121,75.0
Zatôichi,2003,7.6,75,43332,76.0
Gigli,2003,2.4,18,43287,24.0
National Security,2003,5.6,31,42016,56.0
Sinbad: Legend of the Seven Seas,2003,6.7,48,40929,67.0
A Man Apart,2003,6.1,36,40857,61.0
The Cat in the Hat,2003,3.8,19,40617,38.0
11:14,2003,7.2,65,40411,72.0
Under the Tuscan Sun,2003,6.8,52,40122,68.0
Honey,2003,5.3,37,39450,53.0
The Hunted,2003,6.0,40,38612,60.0
Swimming Pool,2003,6.8,70,37607,68.0
Cradle 2 the Grave,2003,5.8,36,37445,58.0
Down with Love,2003,6.3,52,35755,63.0
The Haunted Mansion,2003,4.9,34,35544,49.0
Vozvrashchenie,2003,8.0,82,35254,80.0
Radio,2003,6.9,38,34368,69.0
House of the Dead,2003,2.0,15,33613,20.0
The Medallion,2003,5.2,38,33537,52.0
Hollywood Homicide,2003,5.3,47,32928,53.0
Dumb and Dumberer: When Harry Met Lloyd,2003,3.4,19,32512,34.0
Ondskan,2003,7.8,61,32286,78.0
Bringing Down the House,2003,5.6,39,31838,56.0
Confidence,2003,6.7,59,31551,67.0
Uptown Girls,2003,6.1,33,31330,61.0
The Lizzie McGuire Movie,2003,5.4,56,30855,54.0
Shattered Glass,2003,7.2,73,30507,72.0
The Cooler,2003,7.0,69,29855,70.0
Touching the Void,2003,8.1,82,29577,81.0
The Missing,2003,6.5,55,29556,65.0
Agent Cody Banks,2003,5.1,41,29202,51.0
Darkness Falls,2003,5.0,23,27601,50.0
Looney Tunes: Back in Action,2003,5.7,64,27551,57.0
Anything Else,2003,6.4,43,27115,64.0
The Human Stain,2003,6.3,57,26934,63.0
Les invasions barbares,2003,7.7,70,26095,77.0
Kangaroo Jack,2003,4.4,16,25544,44.0
Beyond Borders,2003,6.5,32,24185,65.0
From Justin to Kelly,2003,2.1,14,24068,21.0
A Mighty Wind,2003,7.3,81,23502,73.0
Tokyo Goddofazazu,2003,7.9,73,23363,79.0
Ned Kelly,2003,6.5,56,23236,65.0
View from the Top,2003,5.2,27,22814,52.0
My Life Without Me,2003,7.6,57,22311,76.0
Kontroll,2003,7.7,72,21642,77.0
The United States of Leland,2003,7.1,37,21198,71.0
Capturing the Friedmans,2003,7.8,90,21068,78.0
Calendar Girls,2003,6.9,60,20808,69.0
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,8.2,87,20656,82.0
In the Cut,2003,5.3,46,19670,53.0
Wonderland,2003,6.6,43,19647,66.0
Cold Creek Manor,2003,4.9,37,19357,49.0
The Corporation,2003,8.1,73,19090,81.0
Code 46,2003,6.2,57,18908,62.0
Pieces of April,2003,7.1,70,18755,71.0
Saints and Soldiers,2003,6.8,56,18727,68.0
La meglio gioventù,2003,8.5,89,17992,85.0
Veronica Guerin,2003,6.9,55,17302,69.0
Malibu's Most Wanted,2003,5.1,43,16972,51.0
De grønne slagtere,2003,7.3,54,16546,73.0
Willard,2003,6.2,61,16021,62.0
Head of State,2003,5.4,44,15964,54.0
The Order,2003,5.2,21,15773,52.0
Latter Days,2003,7.1,45,15487,71.0
Carandiru,2003,7.6,71,15437,76.0
Chakushin ari,2003,6.2,54,15186,62.0
A Guy Thing,2003,5.6,27,15139,56.0
Eternal Sunshine of the Spotless Mind,2004,8.3,89,757655,83.0
Kill Bill: Vol. 2,2004,8.0,83,569293,80.0
Million Dollar Baby,2004,8.1,86,543865,81.0
The Incredibles,2004,8.0,90,535632,80.0
Spider-Man 2,2004,7.3,83,462571,73.0
Harry Potter and the Prisoner of Azkaban,2004,7.8,82,442103,78.0
The Notebook,2004,7.9,53,441417,79.0
Shaun of the Dead,2004,8.0,76,438387,80.0
"I, Robot",2004,7.1,59,434217,71.0
Troy,2004,7.2,56,423761,72.0
The Butterfly Effect,2004,7.7,30,396280,77.0
The Bourne Supremacy,2004,7.8,73,386519,78.0
Crash,2004,7.8,69,385161,78.0
The Day After Tomorrow,2004,6.4,47,363827,64.0
Shrek 2,2004,7.2,75,351136,72.0
The Terminal,2004,7.3,55,339919,73.0
Saw,2004,7.6,46,332435,76.0
Collateral,2004,7.6,71,317734,76.0
Ocean's Twelve,2004,6.5,58,312070,65.0
The Machinist,2004,7.7,61,311602,77.0
Hotel Rwanda,2004,8.1,79,293131,81.0
Anchorman: The Legend of Ron Burgundy,2004,7.2,63,291723,72.0
Man on Fire,2004,7.7,47,290369,77.0
The Aviator,2004,7.5,77,290256,75.0
50 First Dates,2004,6.8,48,288902,68.0
Der Untergang,2004,8.2,82,280502,82.0
Mean Girls,2004,7.0,66,277943,70.0
National Treasure,2004,6.9,39,272987,69.0
Hellboy,2004,6.9,72,267457,69.0
Hauru no ugoku shiro,2004,8.2,80,251996,82.0
Meet the Fockers,2004,6.3,41,227664,63.0
Van Helsing,2004,6.1,35,216081,61.0
The Village,2004,6.5,44,213125,65.0
Dawn of the Dead,2004,7.3,59,209891,73.0
Dodgeball: A True Underdog Story,2004,6.7,55,202183,67.0
The Chronicles of Riddick,2004,6.7,38,196378,67.0
Garden State,2004,7.5,67,196029,75.0
The Passion of the Christ,2004,7.2,47,191606,72.0
Before Sunset,2004,8.1,90,187507,81.0
Finding Neverland,2004,7.7,67,184649,77.0
The Girl Next Door,2004,6.7,47,182794,67.0
Closer,2004,7.3,65,181023,73.0
A Series of Unfortunate Events,2004,6.8,62,175613,68.0
EuroTrip,2004,6.6,45,174417,66.0
Napoleon Dynamite,2004,6.9,64,174188,69.0
Resident Evil: Apocalypse,2004,6.2,35,167568,62.0
Harold & Kumar Go to White Castle,2004,7.1,64,165602,71.0
Sideways,2004,7.5,94,161668,75.0
Secret Window,2004,6.6,46,160815,66.0
AVP: Alien vs. Predator,2004,5.6,29,160738,56.0
The Life Aquatic with Steve Zissou,2004,7.3,62,155123,73.0
Alexander,2004,5.6,39,148202,56.0
Blade: Trinity,2004,5.9,38,146499,59.0
King Arthur,2004,6.3,46,146144,63.0
Shark Tale,2004,6.0,48,145315,60.0
Team America: World Police,2004,7.2,64,144885,72.0
Layer Cake,2004,7.4,73,144731,74.0
The Polar Express,2004,6.6,61,141537,66.0
13 Going on 30,2004,6.1,57,136414,61.0
The Punisher,2004,6.5,33,135599,65.0
Starsky & Hutch,2004,6.1,55,127100,61.0
The Grudge,2004,5.9,49,125414,59.0
Ray,2004,7.7,73,120683,77.0
Fahrenheit 9/11,2004,7.5,67,118664,75.0
Along Came Polly,2004,5.9,44,113394,59.0
White Chicks,2004,5.5,41,110140,55.0
Kung fu,2004,7.8,78,109017,78.0
The Phantom of the Opera,2004,7.3,40,104250,73.0
Shi mian mai fu,2004,7.6,89,98346,76.0
Catwoman,2004,3.3,27,95139,33.0
The Manchurian Candidate,2004,6.6,76,92829,66.0
Super Size Me,2004,7.2,73,91901,72.0
The Ladykillers,2004,6.2,56,89996,62.0
Bridget Jones: The Edge of Reason,2004,5.9,44,88574,59.0
Diarios de motocicleta,2004,7.8,75,88564,78.0
Cellular,2004,6.5,60,83950,65.0
Primer,2004,6.9,68,83763,69.0
Sky Captain and the World of Tomorrow,2004,6.1,64,76260,61.0
Around the World in 80 Days,2004,5.8,49,75007,58.0
Hidalgo,2004,6.7,54,71407,67.0
Taking Lives,2004,6.2,38,70561,62.0
Spanglish,2004,6.4,48,70278,64.0
A Cinderella Story,2004,5.9,25,70056,59.0
Mar adentro,2004,8.0,74,69698,80.0
Garfield,2004,5.0,27,66669,50.0
Un long dimanche de fiançailles,2004,7.7,76,66167,77.0
The SpongeBob SquarePants Movie,2004,7.0,66,65777,70.0
The Princess Diaries 2: Royal Engagement,2004,5.8,43,61549,58.0
Mysterious Skin,2004,7.7,73,60555,77.0
The Forgotten,2004,5.8,43,60207,58.0
Banlieue 13,2004,7.2,70,59973,72.0
I Heart Huckabees,2004,6.7,55,59080,67.0
Walking Tall,2004,6.2,44,58261,62.0
Jersey Girl,2004,6.2,43,57989,62.0
Wimbledon,2004,6.3,59,54855,63.0
Ella Enchanted,2004,6.3,53,53192,63.0
The Stepford Wives,2004,5.2,42,53129,52.0
Mindhunters,2004,6.4,33,52886,64.0
Friday Night Lights,2004,7.3,70,51330,73.0
Ladder 49,2004,6.5,47,50922,65.0
In Good Company,2004,6.5,66,50667,65.0
Nochnoy dozor,2004,6.5,58,49327,65.0
Les choristes,2004,7.9,56,49088,79.0
The Whole Ten Yards,2004,5.5,24,49080,55.0
La mala educación,2004,7.5,81,49061,75.0
Wicker Park,2004,7.0,40,48165,70.0
Flight of the Phoenix,2004,6.1,47,48004,61.0
Alfie,2004,6.2,49,46399,62.0
2046,2004,7.5,78,44802,75.0
Gegen die Wand,2004,8.0,78,44565,80.0
Kinsey,2004,7.1,79,44527,71.0
Dead Man's Shoes,2004,7.7,52,43424,77.0
Bin-jip,2004,8.1,72,42524,81.0
Saved!,2004,6.8,62,41971,68.0
Veer-Zaara,2004,7.9,67,41105,79.0
After the Sunset,2004,6.3,38,40669,63.0
Miracle,2004,7.5,68,40267,75.0
Without a Paddle,2004,5.9,29,39729,59.0
Shall We Dance,2004,6.1,47,38574,61.0
Scooby-Doo 2: Monsters Unleashed,2004,5.0,34,38019,50.0
Taxi,2004,4.4,27,35770,44.0
The Prince & Me,2004,5.9,47,34346,59.0
Taegukgi hwinalrimyeo,2004,8.1,64,34251,81.0
Christmas with the Kranks,2004,5.3,22,33371,53.0
Raising Helen,2004,6.0,38,32800,60.0
The Libertine,2004,6.4,44,32734,64.0
Chasing Liberty,2004,6.1,46,32448,61.0
Seed of Chucky,2004,4.9,46,32368,49.0
Maria Full of Grace,2004,7.5,87,31905,75.0
Innocence,2004,7.6,66,31756,76.0
The Merchant of Venice,2004,7.1,63,31677,71.0
Birth,2004,6.1,50,31645,61.0
Exorcist: The Beginning,2004,5.1,30,30324,51.0
The Woodsman,2004,7.2,72,29272,72.0
Melinda and Melinda,2004,6.5,54,28835,65.0
Die fetten Jahre sind vorbei,2004,7.5,68,28574,75.0
The Final Cut,2004,6.2,43,28480,62.0
Mean Creek,2004,7.3,74,28212,73.0
Envy,2004,4.8,31,27785,48.0
Spartan,2004,6.6,60,27594,66.0
Superbabies: Baby Geniuses 2,2004,2.0,9,27159,20.0
Club Dread,2004,5.7,45,25362,57.0
Torque,2004,4.0,41,24950,40.0
Confessions of a Teenage Drama Queen,2004,4.6,33,24891,46.0
Anacondas: The Hunt for the Blood Orchid,2004,4.6,40,24429,46.0
Raise Your Voice,2004,5.9,33,24328,59.0
You Got Served,2004,3.6,37,24322,36.0
Win a Date with Tad Hamilton!,2004,5.6,52,24249,56.0
The Assassination of Richard Nixon,2004,7.0,63,24123,70.0
Dirty Dancing: Havana Nights,2004,6.0,39,23955,60.0
Godsend,2004,4.8,24,23338,48.0
A Love Song for Bobby Long,2004,7.2,48,23259,72.0
Millions,2004,6.9,74,22999,69.0
Vera Drake,2004,7.7,83,21547,77.0
The Perfect Score,2004,5.7,35,21126,57.0
Laws of Attraction,2004,5.9,38,20065,59.0
Dear Frankie,2004,7.8,63,19772,78.0
Soul Plane,2004,4.4,33,19500,44.0
Surviving Christmas,2004,5.4,19,19467,54.0
9 Songs,2004,4.8,43,19363,48.0
New York Minute,2004,4.9,33,19149,49.0
Dare mo shiranai,2004,8.1,88,19090,81.0
First Daughter,2004,5.0,31,18755,50.0
Vanity Fair,2004,6.2,53,18441,62.0
Bride & Prejudice,2004,6.2,55,18407,62.0
Twisted,2004,5.2,26,18230,52.0
Batman Begins,2005,8.3,70,1104599,83.0
V for Vendetta,2005,8.2,62,889483,82.0
Sin City,2005,8.0,74,696243,80.0
Star Wars: Episode III - Revenge of the Sith,2005,7.6,68,593686,76.0
Harry Potter and the Goblet of Fire,2005,7.7,81,443490,77.0
Mr. & Mrs. Smith,2005,6.5,55,388963,65.0
War of the Worlds,2005,6.5,73,365026,65.0
Charlie and the Chocolate Factory,2005,6.7,72,360690,67.0
King Kong,2005,7.2,81,347020,72.0
The 40 Year Old Virgin,2005,7.1,73,340910,71.0
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005,6.9,75,317887,69.0
Madagascar,2005,6.9,57,302449,69.0
Wedding Crashers,2005,7.0,64,300353,70.0
Fantastic Four,2005,5.7,40,284244,57.0
Brokeback Mountain,2005,7.7,87,282595,77.0
The Island,2005,6.9,50,279189,69.0
Lord of War,2005,7.6,62,266184,76.0
Hitch,2005,6.6,58,264784,66.0
Constantine,2005,7.0,50,259380,70.0
Serenity,2005,7.9,74,258542,79.0
Kingdom of Heaven,2005,7.2,63,237538,72.0
Pride & Prejudice,2005,7.8,82,214675,78.0
Corpse Bride,2005,7.4,83,210516,74.0
Saw II,2005,6.6,40,206910,66.0
Walk the Line,2005,7.9,72,202077,79.0
A History of Violence,2005,7.5,81,201873,75.0
Thank You for Smoking,2005,7.6,71,200568,76.0
Kiss Kiss Bang Bang,2005,7.6,72,192400,76.0
Munich,2005,7.6,74,189833,76.0
Match Point,2005,7.7,72,182517,77.0
The Descent,2005,7.2,71,172346,72.0
Transporter 2,2005,6.3,56,170848,63.0
The Hitchhiker's Guide to the Galaxy,2005,6.8,63,168470,68.0
Cinderella Man,2005,8.0,69,159472,80.0
Jarhead,2005,7.0,58,155048,70.0
Hostel,2005,5.9,55,150996,59.0
The Longest Yard,2005,6.4,48,142522,64.0
Hard Candy,2005,7.1,58,141189,71.0
Flightplan,2005,6.3,53,136478,63.0
Hooligans,2005,7.5,55,128217,75.0
Memoirs of a Geisha,2005,7.4,54,126626,74.0
The Constant Gardener,2005,7.4,82,119754,74.0
Fun with Dick and Jane,2005,6.1,47,119417,61.0
Four Brothers,2005,6.9,49,119114,69.0
Syriana,2005,7.0,76,116343,70.0
Æon Flux,2005,5.5,36,115883,55.0
Robots,2005,6.3,64,114256,63.0
Capote,2005,7.4,88,110646,74.0
The Curse of the Were-Rabbit,2005,7.5,87,108115,75.0
The Brothers Grimm,2005,5.9,51,105524,59.0
The Exorcism of Emily Rose,2005,6.7,46,105442,67.0
Coach Carter,2005,7.3,57,103200,73.0
House of Wax,2005,5.3,41,102280,53.0
Red Eye,2005,6.5,71,100666,65.0
The Jacket,2005,7.1,44,99642,71.0
Hostage,2005,6.6,44,98684,66.0
The Skeleton Key,2005,6.5,47,95134,65.0
Doom,2005,5.2,34,93741,52.0
The Amityville Horror,2005,6.0,33,93380,60.0
Brick,2005,7.4,72,91130,74.0
Unleashed,2005,7.0,58,90723,70.0
Just Friends,2005,6.2,47,90401,62.0
The Interpreter,2005,6.4,62,90368,64.0
Just Like Heaven,2005,6.7,47,88875,67.0
Broken Flowers,2005,7.2,79,88036,72.0
"Good Night, and Good Luck.",2005,7.5,80,87805,75.0
Land of the Dead,2005,6.2,71,83777,62.0
Sahara,2005,6.0,41,82856,60.0
The Devil's Rejects,2005,6.9,53,82056,69.0
Revolver,2005,6.5,25,80436,65.0
The Ring Two,2005,5.4,44,80413,54.0
Waiting...,2005,6.8,30,80331,68.0
The Legend of Zorro,2005,5.9,47,79834,59.0
Elektra,2005,4.7,34,77433,47.0
Zathura: A Space Adventure,2005,6.2,67,77131,62.0
The New World,2005,6.7,69,75748,67.0
Hide and Seek,2005,5.9,35,75070,59.0
The Pacifier,2005,5.6,30,74715,56.0
The Weather Man,2005,6.6,61,72472,66.0
Chicken Little,2005,5.8,48,72137,58.0
The Dukes of Hazzard,2005,5.1,33,70025,51.0
Assault on Precinct 13,2005,6.3,54,68800,63.0
Sky High,2005,6.2,62,67767,62.0
Into the Blue,2005,5.8,45,67454,58.0
Stay,2005,6.9,41,66777,69.0
The Squid and the Whale,2005,7.4,82,66544,74.0
Derailed,2005,6.6,40,65934,66.0
Be Cool,2005,5.7,37,62471,57.0
Bewitched,2005,4.8,34,62414,48.0
A Lot Like Love,2005,6.6,48,61924,66.0
Elizabethtown,2005,6.4,45,61867,64.0
Domino,2005,6.0,36,60595,60.0
Caché,2005,7.3,83,60478,73.0
Wolf Creek,2005,6.3,54,60377,63.0
Chinjeolhan geumjassi,2005,7.6,75,60148,76.0
xXx: State of the Union,2005,4.4,37,60107,44.0
Harsh Times,2005,6.9,56,58017,69.0
Miss Congeniality 2: Armed and Fabulous,2005,5.0,34,57984,50.0
Nanny McPhee,2005,6.6,59,56718,66.0
In Her Shoes,2005,6.5,60,54905,65.0
Goal!,2005,6.7,53,54753,67.0
Dark Water,2005,5.6,52,53885,56.0
Everything Is Illuminated,2005,7.5,58,53377,75.0
March of the Penguins,2005,7.6,79,50929,76.0
Hoodwinked!,2005,6.5,45,49827,65.0
Monster-in-Law,2005,5.5,31,48422,55.0
The Sisterhood of the Traveling Pants,2005,6.5,66,48393,65.0
Stealth,2005,5.0,35,47668,50.0
Casanova,2005,6.5,57,47412,65.0
Lords of Dogtown,2005,7.1,56,47273,71.0
Cheaper by the Dozen 2,2005,5.5,34,47213,55.0
The World's Fastest Indian,2005,7.8,68,47173,78.0
Grizzly Man,2005,7.8,87,45715,78.0
The Proposition,2005,7.4,73,45529,74.0
Son of the Mask,2005,2.2,20,45491,22.0
Rumor Has It...,2005,5.5,35,45103,55.0
Rent,2005,7.0,53,44430,70.0
White Noise,2005,5.5,30,44028,55.0
Deuce Bigalow: European Gigolo,2005,4.6,23,43926,46.0
The Wedding Date,2005,6.1,32,42458,61.0
The Matador,2005,6.8,65,41821,68.0
Herbie Fully Loaded,2005,4.8,47,39838,48.0
Adams æbler,2005,7.8,51,39454,78.0
Get Rich or Die Tryin',2005,5.2,45,39388,52.0
Alone in the Dark,2005,2.3,9,39272,23.0
Two for the Money,2005,6.2,50,39262,62.0
Proof,2005,6.8,64,39204,68.0
Fever Pitch,2005,6.2,56,38480,62.0
Transamerica,2005,7.4,66,37964,74.0
The Producers,2005,6.4,52,37097,64.0
Prime,2005,6.2,58,37042,62.0
Guess Who,2005,5.9,49,36080,59.0
The Three Burials of Melquiades Estrada,2005,7.4,77,35860,74.0
Hustle & Flow,2005,7.4,68,35420,74.0
North Country,2005,7.3,68,35296,73.0
Me and You and Everyone We Know,2005,7.3,76,32703,73.0
The Ringer,2005,5.8,46,32618,58.0
Kicking & Screaming,2005,5.6,45,32310,56.0
Tom yum goong,2005,7.1,52,32143,71.0
BloodRayne,2005,2.9,18,31731,29.0
The Fog,2005,3.6,27,31420,36.0
The Cave,2005,5.1,30,30919,51.0
Keeping Mum,2005,6.8,53,30193,68.0
C.R.A.Z.Y.,2005,8.0,81,29129,80.0
Tideland,2005,6.5,26,28736,65.0
Angel-A,2005,7.1,48,28559,71.0
Must Love Dogs,2005,5.9,46,27902,59.0
Cursed,2005,5.0,31,27726,50.0
Oliver Twist,2005,6.9,65,27677,69.0
Boogeyman,2005,4.2,32,27659,42.0
Feast,2005,6.4,43,27029,64.0
Tsotsi,2005,7.3,70,26072,73.0
An Unfinished Life,2005,7.0,49,25975,70.0
Imagine Me & You,2005,6.8,49,25691,68.0
The Perfect Man,2005,5.5,27,25326,55.0
Are We There Yet?,2005,4.6,27,25053,46.0
The Greatest Game Ever Played,2005,7.5,55,24311,75.0
Joyeux Noël,2005,7.8,70,24227,78.0
Cry Wolf,2005,5.9,39,24064,59.0
Sophie Scholl - Die letzten Tage,2005,7.6,76,23937,76.0
"Yours, Mine & Ours",2005,5.4,38,23642,54.0
The Adventures of Sharkboy and Lavagirl 3-D,2005,3.5,38,23454,35.0
An American Haunting,2005,5.0,38,23142,50.0
The Man,2005,5.5,33,22953,55.0
Shopgirl,2005,6.4,62,22107,64.0
The Ice Harvest,2005,6.3,62,21729,63.0
Ice Princess,2005,6.0,55,21723,60.0
Mirrormask,2005,6.9,55,21141,69.0
Man of the House,2005,5.4,35,20999,54.0
The Departed,2006,8.5,85,988959,85.0
The Prestige,2006,8.5,66,974761,85.0
300,2006,7.7,52,659919,77.0
Pirates of the Caribbean: Dead Man's Chest,2006,7.3,53,578862,73.0
Pan's Labyrinth,2006,8.2,98,527951,82.0
Casino Royale,2006,8.0,80,512598,80.0
Blood Diamond,2006,8.0,64,438944,80.0
X-Men: The Last Stand,2006,6.7,58,423888,67.0
Children of Men,2006,7.9,84,400112,79.0
Little Miss Sunshine,2006,7.8,80,388743,78.0
The Pursuit of Happyness,2006,8.0,64,379431,80.0
The Da Vinci Code,2006,6.6,46,352228,66.0
The Illusionist,2006,7.6,68,322484,76.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,89,317699,73.0
The Devil Wears Prada,2006,6.9,62,315325,69.0
Cars,2006,7.2,73,299445,72.0
Inside Man,2006,7.6,76,296317,76.0
The Lives of Others,2006,8.5,89,294679,85.0
Mission: Impossible III,2006,6.9,66,281025,69.0
Lucky Number Slevin,2006,7.8,53,279671,78.0
Click,2006,6.4,45,268633,64.0
Night at the Museum,2006,6.4,48,264720,64.0
Deja Vu,2006,7.0,59,262611,70.0
Babel,2006,7.5,69,261883,75.0
Apocalypto,2006,7.8,68,257085,78.0
Superman Returns,2006,6.1,72,252589,61.0
Ice Age: The Meltdown,2006,6.8,58,217257,68.0
Crank,2006,7.0,57,211852,70.0
The Fountain,2006,7.3,51,207377,73.0
Perfume: The Story of a Murderer,2006,7.5,56,207350,75.0
The Holiday,2006,6.9,52,205039,69.0
The Fast and the Furious: Tokyo Drift,2006,6.0,45,203810,60.0
Stranger Than Fiction,2006,7.6,67,199685,76.0
Silent Hill,2006,6.6,31,192779,66.0
Rocky Balboa,2006,7.2,63,177969,72.0
Underworld: Evolution,2006,6.7,36,172454,67.0
The Last King of Scotland,2006,7.7,74,157889,77.0
Saw III,2006,6.2,48,157413,62.0
Happy Feet,2006,6.5,77,147773,65.0
Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,66,143449,66.0
The Hills Have Eyes,2006,6.4,52,141818,64.0
Letters from Iwo Jima,2006,7.9,89,141010,79.0
Over the Hedge,2006,6.7,67,138989,67.0
She's the Man,2006,6.4,45,128402,64.0
Smokin' Aces,2006,6.7,45,127167,67.0
The Lake House,2006,6.8,52,123291,68.0
Snakes on a Plane,2006,5.5,58,121727,55.0
Idiocracy,2006,6.6,66,121334,66.0
Clerks II,2006,7.4,65,120666,74.0
16 Blocks,2006,6.6,63,118017,66.0
Eragon,2006,5.1,38,113698,51.0
Final Destination 3,2006,5.8,41,113097,58.0
Accepted,2006,6.5,47,112257,65.0
Flags of Our Fathers,2006,7.1,79,107739,71.0
This Is England,2006,7.7,86,105405,77.0
Scary Movie 4,2006,5.1,40,101330,51.0
Step Up,2006,6.5,48,99502,65.0
Miami Vice,2006,6.0,65,98833,60.0
Little Children,2006,7.5,75,97422,75.0
The Fall,2006,7.9,64,96863,79.0
A Scanner Darkly,2006,7.1,73,96024,71.0
Flushed Away,2006,6.6,74,94817,66.0
The Queen,2006,7.3,91,93357,73.0
Alpha Dog,2006,6.9,53,92339,69.0
Tenacious D in The Pick of Destiny,2006,6.8,55,92242,68.0
Running Scared,2006,7.4,41,91747,74.0
The Good Shepherd,2006,6.7,61,91250,67.0
Rescue Dawn,2006,7.3,77,90904,73.0
United 93,2006,7.6,90,88968,76.0
Marie Antoinette,2006,6.4,65,88028,64.0
Poseidon,2006,5.6,50,87837,56.0
Lady in the Water,2006,5.6,36,85447,56.0
Volver,2006,7.6,84,83580,76.0
The Painted Veil,2006,7.5,69,82775,75.0
Monster House,2006,6.6,68,82126,66.0
The Guardian,2006,6.9,53,80035,69.0
Gwoemul,2006,7.0,85,78646,70.0
A Good Year,2006,6.9,47,77957,69.0
Cashback,2006,7.2,54,77105,72.0
Half Nelson,2006,7.2,85,76967,72.0
Ultraviolet,2006,4.4,18,74302,44.0
An Inconvenient Truth,2006,7.5,75,74264,75.0
Scoop,2006,6.7,48,73108,67.0
Open Season,2006,6.2,49,73058,62.0
"You, Me and Dupree",2006,5.6,46,72459,56.0
John Tucker Must Die,2006,5.8,41,72364,58.0
World Trade Center,2006,6.0,66,71568,60.0
The Pink Panther,2006,5.6,38,71517,56.0
Nacho Libre,2006,5.7,52,71463,57.0
Grandma's Boy,2006,7.0,33,71393,70.0
Notes on a Scandal,2006,7.4,73,68294,74.0
Slither,2006,6.5,69,66529,65.0
Huo yuanjia,2006,7.7,70,66499,77.0
The Black Dahlia,2006,5.6,49,66292,56.0
"Paris, je t'aime",2006,7.3,66,66023,73.0
Zwartboek,2006,7.8,71,65135,78.0
La science des rêves,2006,7.3,70,64269,73.0
Failure to Launch,2006,5.6,47,63459,56.0
Dreamgirls,2006,6.5,76,61341,65.0
The Texas Chainsaw Massacre: The Beginning,2006,5.9,30,61043,59.0
Jackass Number Two,2006,7.1,66,60203,71.0
Beerfest,2006,6.3,46,57676,63.0
Invincible,2006,7.1,63,57156,71.0
The Wicker Man,2006,3.7,36,57107,37.0
My Super Ex-Girlfriend,2006,5.1,50,56934,51.0
Black Snake Moan,2006,7.0,52,56284,70.0
Penelope,2006,6.8,48,54699,68.0
Papurika,2006,7.7,81,54180,77.0
Eight Below,2006,7.3,64,53495,73.0
Date Movie,2006,2.8,11,52856,28.0
Firewall,2006,5.8,45,52302,58.0
The Omen,2006,5.5,43,51549,55.0
We Are Marshall,2006,7.1,53,51027,71.0
RV,2006,5.5,33,50084,55.0
Wristcutters: A Love Story,2006,7.3,62,49363,73.0
Just My Luck,2006,5.4,29,48173,54.0
Tristan + Isolde,2006,6.8,49,47413,68.0
Inland Empire,2006,7.0,72,46649,70.0
The Sentinel,2006,6.1,49,44515,61.0
The Benchwarmers,2006,5.6,25,43637,56.0
Ne le dis à personne,2006,7.5,82,43282,75.0
Littleman,2006,4.3,26,43279,43.0
The Grudge 2,2006,5.0,33,42161,50.0
The Covenant,2006,5.3,19,42125,53.0
DOA: Dead or Alive,2006,4.8,38,40353,48.0
The Wind That Shakes the Barley,2006,7.5,82,40206,75.0
Employee of the Month,2006,5.5,36,39877,55.0
Bobby,2006,7.0,54,39358,70.0
The Last Kiss,2006,6.5,57,39184,65.0
Candy,2006,7.3,57,38880,73.0
Man cheng jin dai huang jin jia,2006,7.0,70,38666,70.0
When a Stranger Calls,2006,5.1,27,38058,51.0
Glory Road,2006,7.2,58,37936,72.0
Flyboys,2006,6.5,47,37866,65.0
Gridiron Gang,2006,6.9,52,36563,69.0
Black Sheep,2006,5.8,62,36477,58.0
Big Momma's House 2,2006,4.6,34,35378,46.0
Southland Tales,2006,5.5,44,34024,55.0
Aquamarine,2006,5.3,51,33619,53.0
Severance,2006,6.5,62,33588,65.0
Basic Instinct 2,2006,4.3,26,33440,43.0
Turistas,2006,5.4,36,32991,54.0
The Ant Bully,2006,5.9,59,32605,59.0
Garfield: A Tail of Two Kitties,2006,5.0,37,31761,50.0
Dnevnoy dozor,2006,6.5,59,31263,65.0
